longitude,latitude,housing_median_age,total_rooms,total_bedrooms,Liv_Area,population,households,median_income,Sale_Price,Neighborhood,ocean_proximity
-118.48,33.96,16,895,3,NA,237,149,12.0088,500001,Bakersfield,<1H OCEAN
-118.4,34,10,1526,5,NA,705,268,5.8083,321800,Sacramento,<1H OCEAN
-118.41,34,35,684,3,NA,381,159,2.8393,272000,Long Beach,<1H OCEAN
-118.41,34,30,3550,4,NA,3738,880,3.191,271200,Fresno,<1H OCEAN
-118.41,34,18,1307,4,NA,884,456,2.9338,276300,Sacramento,<1H OCEAN
-118.42,34,14,3771,3,NA,2355,978,3.1603,287500,San Jose,<1H OCEAN
-118.42,33.99,35,1701,5,NA,1428,494,3.725,284600,San Jose,<1H OCEAN
-118.43,33.99,35,2243,4,NA,1135,465,4.3281,324000,San Francisco,<1H OCEAN
-118.43,33.98,19,8324,3,NA,2927,1538,7.5426,351700,San Francisco,<1H OCEAN
-118.43,33.99,45,1899,3,NA,1260,415,2.6667,320000,Los Angeles,<1H OCEAN
-118.43,33.99,43,2483,4,NA,1212,493,4.0189,302900,Los Angeles,<1H OCEAN
-118.42,33.99,23,5548,3,NA,2847,1229,4.4228,366900,Oakland,<1H OCEAN
-118.42,33.98,3,475,2,NA,236,153,3.6667,450000,Long Beach,<1H OCEAN
-118.43,33.99,42,2558,2,NA,1328,541,4.875,301300,Los Angeles,<1H OCEAN
-118.44,33.99,43,1432,5,NA,782,303,4.3333,303900,Fresno,<1H OCEAN
-118.41,33.99,39,3014,2,NA,3212,777,1.1985,215000,San Jose,<1H OCEAN
-118.42,33.99,38,740,2,NA,599,194,4.0893,248900,Los Angeles,<1H OCEAN
-118.42,33.99,35,1724,4,NA,1079,394,4.5521,263800,San Francisco,<1H OCEAN
-118.41,34,35,1062,4,NA,1026,307,2.7153,265500,Bakersfield,<1H OCEAN
-118.41,33.99,36,1089,5,NA,632,215,3.6538,276100,Los Angeles,<1H OCEAN
-118.4,33.99,39,1613,3,NA,1113,356,2.825,276700,San Diego,<1H OCEAN
-118.41,33.98,33,3331,2,NA,1695,735,3.9727,307200,San Jose,<1H OCEAN
-118.39,33.97,38,993,4,NA,374,180,6.2673,357200,Bakersfield,<1H OCEAN
-118.38,33.97,43,2715,5,NA,1151,434,7.4897,362600,Fresno,<1H OCEAN
-118.39,33.97,44,1097,4,NA,513,185,6.235,361400,San Diego,<1H OCEAN
-118.39,33.97,43,2700,5,NA,1146,506,5.1333,345900,Fresno,<1H OCEAN
-118.39,33.97,46,2198,5,NA,839,335,6.5778,350800,San Jose,<1H OCEAN
-118.39,33.96,45,1361,4,NA,581,263,5.8143,340700,San Francisco,<1H OCEAN
-118.39,33.96,45,1436,4,NA,662,292,3.625,329400,Bakersfield,<1H OCEAN
-118.36,33.98,40,1113,4,NA,584,231,3.0927,316000,San Francisco,<1H OCEAN
-118.37,33.98,39,303,5,NA,131,73,4.3438,331800,San Francisco,<1H OCEAN
-118.37,33.97,32,6699,3,NA,2725,1544,3.3889,285700,San Francisco,<1H OCEAN
-118.41,33.97,37,1629,2,NA,668,266,6.1333,387200,Los Angeles,<1H OCEAN
-118.41,33.97,44,2298,2,NA,849,360,5.5941,363500,Fresno,<1H OCEAN
-118.4,33.96,44,1877,4,NA,877,320,6.8197,363600,Oakland,<1H OCEAN
-118.41,33.96,44,1802,3,NA,753,282,6.0286,356000,Los Angeles,<1H OCEAN
-118.41,33.97,43,1464,5,NA,581,232,6.2022,365900,Long Beach,<1H OCEAN
-118.41,33.97,44,2789,3,NA,3732,474,4.6176,352300,Los Angeles,<1H OCEAN
-118.42,33.97,44,1462,3,NA,562,237,4.9375,365200,Los Angeles,<1H OCEAN
-118.42,33.96,44,1282,3,NA,494,209,5.618,365900,Oakland,<1H OCEAN
-118.43,33.96,38,1104,5,NA,415,163,6.1985,422000,Santa Ana,<1H OCEAN
-118.43,33.96,13,1860,3,NA,800,355,5.8864,500001,Long Beach,<1H OCEAN
-118.44,33.96,33,2799,3,NA,978,447,5.6435,500001,Bakersfield,<1H OCEAN
-118.43,33.96,20,1901,3,NA,704,254,8.7819,500001,San Diego,<1H OCEAN
-118.43,33.97,16,70,3,NA,17,4,7.7197,500001,Sacramento,<1H OCEAN
-118.42,33.96,24,4393,5,NA,1257,579,5.0714,356100,San Diego,<1H OCEAN
-118.43,33.96,16,14891,3,NA,6270,3595,5.1064,283200,Santa Ana,<1H OCEAN
-118.4,33.97,35,913,4,NA,451,172,5.6169,411200,Long Beach,<1H OCEAN
-118.4,33.98,39,714,3,NA,314,117,5.9856,432100,Long Beach,<1H OCEAN
-118.4,33.98,36,2526,5,NA,996,441,5.611,456600,Oakland,<1H OCEAN
-118.4,33.97,38,1089,4,NA,502,180,7.5953,434800,Los Angeles,<1H OCEAN
-118.4,33.97,37,1364,5,NA,494,242,4.6364,456300,San Francisco,<1H OCEAN
-118.4,33.97,44,2825,4,NA,1221,461,5.9544,377200,Long Beach,<1H OCEAN
-118.4,33.96,43,2416,5,NA,1028,409,5.6732,330700,San Francisco,<1H OCEAN
-118.37,33.97,41,1833,2,NA,847,348,5.726,287800,San Jose,<1H OCEAN
-118.38,33.97,42,1859,3,NA,813,326,6.019,294500,Oakland,<1H OCEAN
-118.38,33.96,44,2395,2,NA,1287,450,4.6923,299000,Oakland,<1H OCEAN
-118.38,33.95,35,3259,5,NA,2003,920,3.2708,4.00E+05,Sacramento,<1H OCEAN
-118.38,33.95,29,1821,4,NA,1397,523,2.5833,187500,Sacramento,<1H OCEAN
-118.37,33.95,5,6955,3,NA,3591,1566,3.111,247600,Sacramento,<1H OCEAN
-118.4,33.96,44,1138,2,NA,497,228,4.1852,303300,Los Angeles,<1H OCEAN
-118.41,33.96,15,412,2,NA,310,137,3.9792,266700,Fresno,<1H OCEAN
-118.41,33.96,32,1044,4,NA,567,222,4.1471,284400,Long Beach,<1H OCEAN
-118.41,33.94,45,2038,2,NA,1086,387,4.7375,289600,Los Angeles,<1H OCEAN
-118.45,33.96,24,3097,5,NA,1075,639,5.723,500001,San Francisco,<1H OCEAN
-118.45,33.96,36,2723,3,NA,1090,519,6.3267,500001,Fresno,<1H OCEAN
-118.44,33.95,37,2076,3,NA,771,327,6.2551,500001,San Diego,<1H OCEAN
-118.28,33.92,37,1761,4,NA,1309,357,2.1875,175900,Fresno,<1H OCEAN
-118.28,33.91,41,620,5,NA,642,162,2.6546,159600,Long Beach,<1H OCEAN
-118.29,33.9,42,1273,5,NA,1203,348,4.4636,162000,San Diego,<1H OCEAN
-118.29,33.91,41,2475,5,NA,1416,470,3.8372,156400,Fresno,<1H OCEAN
-118.29,33.91,31,2025,2,NA,2231,593,2.4741,151200,Long Beach,<1H OCEAN
-118.29,33.92,23,2503,3,NA,1735,505,2.7368,162800,Oakland,<1H OCEAN
-118.28,33.88,19,2758,3,NA,2047,591,2.6618,179700,San Diego,<1H OCEAN
-118.29,33.88,32,2307,2,NA,1754,528,4.317,232800,Fresno,<1H OCEAN
-118.29,33.88,27,2082,2,NA,2009,548,2.9063,184100,Sacramento,<1H OCEAN
-118.29,33.89,35,2810,2,NA,1578,601,3.59,200600,Long Beach,<1H OCEAN
-118.29,33.87,32,1700,2,NA,864,317,4.381,238700,Oakland,<1H OCEAN
-118.3,33.86,35,2016,3,NA,1083,369,5.1727,230200,San Francisco,<1H OCEAN
-118.3,33.86,35,1511,2,NA,853,308,4.9792,251300,Bakersfield,<1H OCEAN
-118.29,33.85,10,1391,5,NA,1378,377,1.9049,222200,San Jose,<1H OCEAN
-118.31,33.84,5,3559,3,NA,2965,794,2.6491,216700,Fresno,<1H OCEAN
-118.3,33.84,36,1428,4,NA,825,250,4.7222,239600,Los Angeles,<1H OCEAN
-118.3,33.84,37,1241,3,NA,621,255,4.9196,232400,Fresno,<1H OCEAN
-118.3,33.85,38,123,5,NA,142,40,2.3942,2.00E+05,Long Beach,<1H OCEAN
-118.3,33.83,31,2693,5,NA,1598,618,3.1851,240200,Bakersfield,<1H OCEAN
-118.3,33.83,33,2716,4,NA,1807,661,3.5473,226300,Long Beach,<1H OCEAN
-118.31,33.83,27,2880,3,NA,2083,727,2.9619,223400,San Francisco,<1H OCEAN
-118.3,33.82,35,1499,3,NA,1141,326,2.6136,213600,San Francisco,<1H OCEAN
-118.3,33.82,26,2080,2,NA,2096,506,2.8106,184400,Fresno,<1H OCEAN
-118.3,33.82,25,2659,3,NA,2629,726,2.6368,175900,Oakland,<1H OCEAN
-118.3,33.81,17,5544,3,NA,3008,1038,5.322,282700,Oakland,<1H OCEAN
-118.3,33.8,27,2790,3,NA,1498,519,5.3106,268300,Bakersfield,<1H OCEAN
-118.31,33.8,30,3096,2,NA,2048,704,3.125,233300,Fresno,<1H OCEAN
-118.3,33.79,35,2793,3,NA,2255,682,3.0057,235300,Sacramento,<1H OCEAN
-118.3,33.79,9,2782,3,NA,1790,748,2.9154,203300,Los Angeles,<1H OCEAN
-118.3,33.79,13,3569,3,NA,2159,880,3.163,224200,San Diego,<1H OCEAN
-118.3,33.78,35,2572,4,NA,1172,519,4.6207,304100,Oakland,<1H OCEAN
-118.26,33.8,41,2004,2,NA,1658,456,3.1779,171100,Los Angeles,<1H OCEAN
-118.25,33.8,36,1697,4,NA,1274,396,3.35,163100,San Francisco,<1H OCEAN
-118.26,33.79,30,1291,2,NA,835,215,5.5,181500,Sacramento,<1H OCEAN
-118.25,33.79,32,1205,2,NA,1799,370,2.375,128000,Los Angeles,NEAR OCEAN
-118.24,33.8,28,636,2,NA,788,143,3.6161,131300,Bakersfield,NEAR OCEAN
-118.23,33.8,26,239,4,NA,165,112,1.3333,187500,Fresno,NEAR OCEAN
-118.27,33.8,38,1446,5,NA,980,319,3.35,177700,Santa Ana,<1H OCEAN
-118.27,33.79,36,2218,2,NA,1789,527,3.1613,182300,Long Beach,<1H OCEAN
-118.27,33.79,39,1513,4,NA,1227,354,3.3929,184600,San Francisco,<1H OCEAN
-118.28,33.8,38,1471,3,NA,1207,335,4,165500,Bakersfield,<1H OCEAN
-118.28,33.79,28,1895,4,NA,1422,389,4.3816,191300,Fresno,<1H OCEAN
-118.28,33.79,36,1989,5,NA,1668,455,3.3009,168000,Sacramento,<1H OCEAN
-118.28,33.78,20,2233,5,NA,1915,558,3.2011,169100,San Francisco,<1H OCEAN
-118.29,33.79,10,3708,4,NA,2855,948,2,165400,San Diego,<1H OCEAN
-118.29,33.79,16,1867,5,NA,951,498,3.3427,154200,San Diego,<1H OCEAN
-118.3,33.79,21,1068,5,NA,1180,274,2.5,157500,San Diego,<1H OCEAN
-118.3,33.8,8,1115,4,NA,1472,396,3.1392,146200,Long Beach,<1H OCEAN
-118.27,33.79,31,1535,2,NA,1291,340,2.9375,174000,San Diego,<1H OCEAN
-118.26,33.78,27,1672,4,NA,1723,462,2.0458,174500,Fresno,NEAR OCEAN
-118.27,33.79,26,2109,2,NA,2120,605,2.1447,158700,San Francisco,<1H OCEAN
-118.27,33.79,39,1417,4,NA,1450,367,2.8462,172000,Fresno,<1H OCEAN
-118.25,33.79,34,1349,3,NA,1716,380,2.7143,138100,Oakland,NEAR OCEAN
-118.25,33.79,38,1730,5,NA,1724,424,2.7308,150400,San Jose,NEAR OCEAN
-118.25,33.79,39,981,4,NA,1183,298,1.9208,139800,San Francisco,NEAR OCEAN
-118.26,33.78,21,2188,3,NA,2265,652,1.9923,164700,Santa Ana,NEAR OCEAN
-118.26,33.79,42,1162,2,NA,1044,241,3.5488,205600,Long Beach,<1H OCEAN
-118.23,33.78,20,59,2,NA,69,23,2.5588,350000,San Francisco,NEAR OCEAN
-118.26,33.78,35,1239,4,NA,1524,387,2.0956,154700,Santa Ana,NEAR OCEAN
-118.25,33.78,32,296,4,NA,511,133,1.4444,182100,Los Angeles,NEAR OCEAN
-118.24,33.78,24,574,2,NA,784,162,2.25,152300,San Francisco,NEAR OCEAN
-118.26,33.78,36,2191,2,NA,2931,692,2.1311,163100,Oakland,NEAR OCEAN
-118.26,33.77,36,886,3,NA,809,219,2.4545,164200,Long Beach,NEAR OCEAN
-118.27,33.77,26,2272,4,NA,2567,595,1.9964,150600,Santa Ana,NEAR OCEAN
-118.27,33.78,21,3354,4,NA,4426,1110,2.5262,167300,Bakersfield,<1H OCEAN
-118.28,33.78,37,1212,5,NA,1076,293,3.2115,160100,San Francisco,<1H OCEAN
-118.27,33.77,39,1731,5,NA,2115,478,1.5369,141300,Sacramento,NEAR OCEAN
-118.27,33.76,46,22,2,NA,32,7,3.125,112500,San Diego,NEAR OCEAN
-118.3,33.77,18,3821,3,NA,2831,769,2.9571,346200,Bakersfield,<1H OCEAN
-118.3,33.76,18,9659,3,NA,4336,1674,5.7764,290500,Los Angeles,<1H OCEAN
-118.28,33.77,47,307,2,NA,374,65,2.9063,146900,San Jose,<1H OCEAN
-118.28,33.75,41,1305,3,NA,1384,369,2.45,186800,Bakersfield,NEAR OCEAN
-118.28,33.75,18,393,2,NA,429,188,1.8393,187500,Sacramento,NEAR OCEAN
-118.28,33.74,40,1751,5,NA,1939,503,1.5394,2.00E+05,San Diego,NEAR OCEAN
-118.28,33.75,21,2442,2,NA,1916,646,1.2276,208300,Santa Ana,NEAR OCEAN
-118.28,33.74,16,855,4,NA,486,250,0.7591,350000,Oakland,NEAR OCEAN
-118.3,33.75,19,2356,2,NA,1291,418,4.2308,416100,Santa Ana,<1H OCEAN
-118.3,33.76,6,6097,2,NA,2678,1226,5.1269,285200,Bakersfield,<1H OCEAN
-118.3,33.75,42,967,4,NA,481,163,5.6611,265600,Bakersfield,<1H OCEAN
-118.3,33.75,48,1958,3,NA,1098,380,4.625,273400,San Jose,<1H OCEAN
-118.3,33.74,47,2223,4,NA,1163,413,4.4671,270800,Los Angeles,NEAR OCEAN
-118.31,33.74,36,2464,5,NA,1111,457,4.5074,350000,Santa Ana,NEAR OCEAN
-118.31,33.74,22,5042,2,NA,2260,935,4.3472,351200,San Diego,NEAR OCEAN
-118.29,33.75,27,1650,3,NA,1359,386,2.5795,192400,Fresno,NEAR OCEAN
-118.3,33.75,23,1957,2,NA,1454,526,3.5056,203100,Fresno,<1H OCEAN
-118.29,33.75,37,1319,5,NA,766,285,2.7031,218900,Fresno,NEAR OCEAN
-118.29,33.74,29,1503,2,NA,1368,390,2.1473,195300,Fresno,NEAR OCEAN
-118.29,33.74,52,1438,4,NA,1018,399,2.2188,306700,Long Beach,NEAR OCEAN
-118.29,33.74,41,1382,4,NA,905,344,2.75,238300,Oakland,NEAR OCEAN
-118.29,33.74,30,2074,5,NA,1311,531,2.0329,225800,Fresno,NEAR OCEAN
-118.29,33.73,43,1854,2,NA,1151,486,2.5759,225000,Sacramento,NEAR OCEAN
-118.29,33.73,21,2492,2,NA,1699,672,2.1382,242300,Los Angeles,NEAR OCEAN
-118.29,33.73,30,2835,4,NA,1669,652,3.3616,268500,Fresno,NEAR OCEAN
-118.3,33.73,42,1731,2,NA,866,403,2.7451,255400,Long Beach,NEAR OCEAN
-118.3,33.74,23,3075,5,NA,1584,806,2.9386,260500,Sacramento,NEAR OCEAN
-118.31,33.73,36,1725,5,NA,799,306,5.0874,368500,San Jose,NEAR OCEAN
-118.31,33.73,52,1665,5,NA,656,282,5.249,351900,Bakersfield,NEAR OCEAN
-118.3,33.74,20,2625,4,NA,1184,606,3.9167,285200,San Francisco,NEAR OCEAN
-118.3,33.73,47,2852,3,NA,1130,560,4.194,293900,San Diego,NEAR OCEAN
-118.31,33.73,52,2025,4,NA,957,363,4.2059,350000,Oakland,NEAR OCEAN
-118.28,33.74,44,1853,5,NA,2090,539,1.8584,248100,Sacramento,NEAR OCEAN
-118.28,33.73,39,2602,5,NA,2178,737,2.0469,234500,Bakersfield,NEAR OCEAN
-118.28,33.73,52,2085,2,NA,1767,516,2.1935,243200,Los Angeles,NEAR OCEAN
-118.28,33.73,45,2137,3,NA,1550,529,1.9167,227200,San Jose,NEAR OCEAN
-118.29,33.73,30,3161,3,NA,1865,771,2.7139,231700,San Jose,NEAR OCEAN
-118.29,33.72,25,2469,5,NA,1253,535,3.1932,257500,Sacramento,NEAR OCEAN
-118.3,33.72,28,2647,4,NA,1459,595,3.4474,253400,Bakersfield,NEAR OCEAN
-118.3,33.72,28,2510,3,NA,1388,554,3.3397,267800,San Francisco,NEAR OCEAN
-118.3,33.73,40,2582,2,NA,1304,588,3.5694,276400,Los Angeles,NEAR OCEAN
-118.31,33.73,52,1642,3,NA,692,288,4.1812,321500,Oakland,NEAR OCEAN
-118.31,33.72,26,2711,5,NA,1372,459,4.1451,326700,Bakersfield,NEAR OCEAN
-118.33,33.69,41,2168,2,NA,1171,374,4.7216,311900,San Jose,NEAR OCEAN
-118.31,33.73,33,2265,4,NA,986,388,5.4533,409800,Sacramento,NEAR OCEAN
-118.32,33.73,25,1099,5,NA,407,159,7.6886,500001,Sacramento,NEAR OCEAN
-118.33,33.72,25,6191,4,NA,2297,1023,6.4246,446700,Fresno,NEAR OCEAN
-118.29,33.71,36,3135,3,NA,1815,697,3.7596,3.00E+05,San Francisco,NEAR OCEAN
-118.31,33.67,42,1297,5,NA,611,242,5.3074,401900,San Francisco,NEAR OCEAN
-118.3,33.72,35,2790,5,NA,1167,441,6.2028,361500,Long Beach,NEAR OCEAN
-118.29,33.71,40,1644,4,NA,780,416,3.1071,464300,Sacramento,NEAR OCEAN
-118.29,33.71,40,1933,4,NA,902,412,4.25,332800,Santa Ana,NEAR OCEAN
-118.29,33.71,31,2809,3,NA,1316,633,4.5606,303800,Los Angeles,NEAR OCEAN
-118.29,33.72,39,2651,5,NA,1103,508,3.274,254300,Sacramento,NEAR OCEAN
-118.29,33.72,21,1568,2,NA,801,422,3.5109,225000,Bakersfield,NEAR OCEAN
-118.28,33.68,8,2842,4,NA,1624,510,3.7282,287500,San Diego,NEAR OCEAN
-118.23,34.24,31,3857,4,NA,1695,572,7.642,396400,San Francisco,<1H OCEAN
-118.23,34.23,34,2377,5,NA,1055,362,6,367100,Bakersfield,<1H OCEAN
-118.24,34.24,31,3019,2,NA,1349,462,7.1463,394100,San Jose,<1H OCEAN
-118.24,34.24,31,3812,2,NA,1645,591,7.585,380100,Oakland,<1H OCEAN
-118.23,34.22,36,2288,5,NA,1079,434,4.5486,361000,Sacramento,<1H OCEAN
-118.24,34.23,41,1912,3,NA,896,314,5.3473,352700,Oakland,<1H OCEAN
-118.24,34.23,43,1061,2,NA,514,208,6.01,254200,San Francisco,<1H OCEAN
-118.24,34.23,42,1541,3,NA,753,264,5.1028,292100,Oakland,<1H OCEAN
-118.25,34.23,35,2839,3,NA,1413,538,4.1667,271200,Bakersfield,<1H OCEAN
-118.25,34.25,34,3150,5,NA,1392,480,4.9355,336900,San Diego,<1H OCEAN
-118.25,34.23,34,2421,2,NA,1232,454,4.6852,296200,Los Angeles,<1H OCEAN
-118.26,34.24,35,1535,5,NA,816,287,6.1873,312100,San Francisco,<1H OCEAN
-118.26,34.24,35,1666,2,NA,788,273,6.6277,344400,Santa Ana,<1H OCEAN
-118.26,34.24,35,2485,2,NA,1226,406,5.7083,329500,San Francisco,<1H OCEAN
-118.26,34.24,42,890,5,NA,555,200,4.4821,271900,San Francisco,<1H OCEAN
-118.25,34.23,41,1979,5,NA,1157,459,4.4083,217700,Santa Ana,<1H OCEAN
-118.25,34.22,30,2062,5,NA,1089,375,5.5362,301200,Bakersfield,<1H OCEAN
-118.25,34.23,37,1954,5,NA,967,370,5.0862,261300,Sacramento,<1H OCEAN
-118.26,34.23,43,1428,2,NA,836,302,4.5759,209200,Long Beach,<1H OCEAN
-118.26,34.23,38,1107,5,NA,518,195,7.5582,263700,Sacramento,<1H OCEAN
-118.26,34.23,33,1805,2,NA,838,301,5.4306,326600,Los Angeles,<1H OCEAN
-118.22,34.21,29,2174,5,NA,1030,395,3.5707,341700,San Francisco,<1H OCEAN
-118.23,34.21,36,2988,2,NA,1357,657,3.5174,268000,Oakland,<1H OCEAN
-118.23,34.21,29,2584,4,NA,1217,568,3.3287,273400,Oakland,<1H OCEAN
-118.23,34.21,32,1464,5,NA,693,380,2.5463,2.00E+05,San Jose,<1H OCEAN
-118.23,34.21,38,1399,4,NA,859,386,3.4148,234800,Los Angeles,<1H OCEAN
-118.24,34.22,41,2476,5,NA,1271,485,3.4531,263900,Oakland,<1H OCEAN
-118.24,34.22,34,1722,4,NA,926,371,4.1523,252000,San Francisco,<1H OCEAN
-118.25,34.22,34,2510,3,NA,1516,542,3.8068,267000,Long Beach,<1H OCEAN
-118.23,34.21,50,309,2,NA,121,45,6.213,285000,San Jose,<1H OCEAN
-118.23,34.2,51,1477,3,NA,750,295,5.3925,317900,San Diego,<1H OCEAN
-118.23,34.2,48,1473,2,NA,807,296,3.399,306300,Santa Ana,<1H OCEAN
-118.24,34.2,41,2067,4,NA,1282,455,5.5756,309900,Los Angeles,<1H OCEAN
-118.24,34.21,32,3817,3,NA,1888,829,3.5777,245600,Fresno,<1H OCEAN
-118.24,34.22,36,2507,4,NA,1232,470,5.529,241300,Bakersfield,<1H OCEAN
-118.27,34.22,34,8206,4,NA,3141,1150,7.2812,462200,Fresno,<1H OCEAN
-118.23,34.18,47,1853,3,NA,757,310,3.6875,422000,Bakersfield,<1H OCEAN
-118.23,34.18,43,1708,3,NA,768,276,6.207,457400,Fresno,<1H OCEAN
-118.23,34.18,45,2332,2,NA,943,339,8.1132,446600,San Diego,<1H OCEAN
-118.26,34.18,32,14556,4,NA,5459,2017,8.1657,500001,San Jose,<1H OCEAN
-118.22,34.19,36,959,4,NA,446,210,3.215,331300,Bakersfield,<1H OCEAN
-118.22,34.19,31,4704,5,NA,1895,886,4.9297,4.00E+05,San Jose,<1H OCEAN
-118.22,34.19,36,2443,3,NA,1115,493,3.9777,409800,Bakersfield,<1H OCEAN
-118.21,34.18,14,2672,3,NA,1113,318,12.1579,500001,Sacramento,<1H OCEAN
-118.23,34.17,37,4524,5,NA,2099,937,3.5781,366700,Long Beach,<1H OCEAN
-118.21,34.17,24,8590,2,NA,3401,1178,8.1325,472700,San Francisco,<1H OCEAN
-118.21,34.16,25,434,3,NA,199,75,5.9199,420500,Sacramento,<1H OCEAN
-118.19,34.16,49,1788,4,NA,735,266,6.6009,375700,Los Angeles,<1H OCEAN
-118.2,34.16,31,5550,3,NA,2465,862,6.8317,446100,Oakland,<1H OCEAN
-118.23,34.16,31,3105,5,NA,1359,547,5.1718,429100,Fresno,<1H OCEAN
-118.23,34.15,26,1649,2,NA,1332,483,3.1004,257100,Fresno,<1H OCEAN
-118.23,34.15,40,2124,2,NA,998,372,5.3369,370400,San Jose,<1H OCEAN
-118.24,34.16,40,2549,4,NA,1156,546,3.3333,374300,Oakland,<1H OCEAN
-118.24,34.16,52,2187,4,NA,733,274,9.5823,406200,Long Beach,<1H OCEAN
-118.24,34.16,52,1904,4,NA,797,286,6.6603,380400,San Diego,<1H OCEAN
-118.25,34.16,52,2477,5,NA,993,371,4.9135,368100,Bakersfield,<1H OCEAN
-118.25,34.17,52,1532,5,NA,631,275,5.1242,372900,Oakland,<1H OCEAN
-118.25,34.16,24,5131,2,NA,2690,1371,2.5668,280000,Los Angeles,<1H OCEAN
-118.26,34.17,20,5949,4,NA,2593,1337,3.8576,318600,Bakersfield,<1H OCEAN
-118.26,34.16,17,2943,4,NA,1312,656,3.1484,187500,Sacramento,<1H OCEAN
-118.26,34.16,19,2919,2,NA,1866,811,3.1733,206300,Oakland,<1H OCEAN
-118.26,34.16,20,3407,2,NA,1883,870,3.7321,351100,Long Beach,<1H OCEAN
-118.27,34.17,48,1560,2,NA,825,269,5.5118,354700,San Jose,<1H OCEAN
-118.27,34.16,15,5036,5,NA,3164,1175,2.9148,238700,San Francisco,<1H OCEAN
-118.27,34.16,45,1865,2,NA,973,349,3.6587,321200,Oakland,<1H OCEAN
-118.28,34.17,52,2332,3,NA,1135,440,5.5658,331200,San Diego,<1H OCEAN
-118.27,34.17,52,2010,5,NA,908,326,6.9135,374000,Oakland,<1H OCEAN
-118.27,34.17,52,2287,2,NA,829,296,7.8383,500001,Bakersfield,<1H OCEAN
-118.27,34.18,52,3034,5,NA,1158,399,6.2976,498400,Santa Ana,<1H OCEAN
-118.28,34.18,47,2243,2,NA,911,319,7.4046,446800,Bakersfield,<1H OCEAN
-118.28,34.18,52,2602,4,NA,1137,419,5.3185,358000,Bakersfield,<1H OCEAN
-118.29,34.18,52,1602,3,NA,667,251,5.049,323500,Bakersfield,<1H OCEAN
-118.28,34.18,50,2195,5,NA,878,309,6.884,365600,San Francisco,<1H OCEAN
-118.28,34.17,22,2664,3,NA,1553,629,3.6354,256300,Los Angeles,<1H OCEAN
-118.29,34.17,17,3852,4,NA,2986,993,2.3482,255400,San Francisco,<1H OCEAN
-118.29,34.17,52,1732,2,NA,875,311,4.325,292600,Santa Ana,<1H OCEAN
-118.29,34.18,10,4292,3,NA,2719,987,3.6974,286600,Long Beach,<1H OCEAN
-118.29,34.16,31,1262,5,NA,1019,332,3.7083,241900,Bakersfield,<1H OCEAN
-118.29,34.16,42,413,4,NA,349,107,4.3438,189800,Santa Ana,<1H OCEAN
-118.29,34.17,12,2238,5,NA,1882,611,2.9,208300,Oakland,<1H OCEAN
-118.3,34.17,17,4041,3,NA,3309,1117,2.6016,222400,Bakersfield,<1H OCEAN
-118.3,34.17,30,48,2,NA,74,16,5.0056,162500,Los Angeles,<1H OCEAN
-118.29,34.16,35,1257,3,NA,764,319,3.2083,238000,Los Angeles,<1H OCEAN
-118.3,34.16,40,1875,2,NA,869,438,3.2321,243600,Los Angeles,<1H OCEAN
-118.3,34.16,35,3213,3,NA,2401,819,2.8342,256800,Oakland,<1H OCEAN
-118.27,34.16,47,1453,2,NA,787,345,3.0114,255500,Sacramento,<1H OCEAN
-118.27,34.15,22,2265,3,NA,1684,561,2.6729,217100,Santa Ana,<1H OCEAN
-118.27,34.15,25,3018,2,NA,2205,742,3.0199,220200,Oakland,<1H OCEAN
-118.27,34.15,14,1744,3,NA,1494,531,3.2171,230800,San Diego,<1H OCEAN
-118.27,34.16,52,830,5,NA,479,179,3.1397,253700,Los Angeles,<1H OCEAN
-118.27,34.16,48,1301,3,NA,637,260,4.3438,252700,Fresno,<1H OCEAN
-118.28,34.16,49,1393,2,NA,605,282,2.9491,257400,San Jose,<1H OCEAN
-118.26,34.16,18,1775,4,NA,950,522,3.5417,177100,Long Beach,<1H OCEAN
-118.26,34.15,14,2981,5,NA,1941,863,3,178600,Los Angeles,<1H OCEAN
-118.26,34.15,6,3340,5,NA,2315,846,2.8884,252300,Fresno,<1H OCEAN
-118.26,34.15,18,2481,5,NA,1763,675,2.8088,247500,Long Beach,<1H OCEAN
-118.24,34.16,52,850,4,NA,493,160,6.9408,298800,Oakland,<1H OCEAN
-118.24,34.15,20,2734,2,NA,1562,607,3.3906,284100,Bakersfield,<1H OCEAN
-118.24,34.15,45,1235,3,NA,499,263,3.1435,282600,Fresno,<1H OCEAN
-118.25,34.15,15,3712,2,NA,1888,890,3.6875,209600,Long Beach,<1H OCEAN
-118.25,34.16,14,3700,3,NA,1681,905,3.9054,2.00E+05,San Diego,<1H OCEAN
-118.24,34.15,17,5282,5,NA,4116,1574,3.052,209800,Fresno,<1H OCEAN
-118.24,34.15,19,4852,5,NA,3171,1332,2.5924,192900,Los Angeles,<1H OCEAN
-118.25,34.15,31,1238,3,NA,605,331,2.8478,228100,San Jose,<1H OCEAN
-118.25,34.15,32,1377,4,NA,768,422,2.2621,187500,Sacramento,<1H OCEAN
-118.25,34.15,20,3960,5,NA,1729,978,3.0441,193800,San Francisco,<1H OCEAN
-118.23,34.14,33,2865,4,NA,2061,790,2.6268,201300,Oakland,<1H OCEAN
-118.24,34.14,20,3196,2,NA,2929,983,3.0206,219500,Long Beach,<1H OCEAN
